iter	Logloss
303	0.07347583316
304	0.07345734203
305	0.07343609181
306	0.0734152572
307	0.07339637662
308	0.07339447456
309	0.07337597237
310	0.07337414477
311	0.0733555221
312	0.07333114727
313	0.07329947025
314	0.07328439418
315	0.07326594611
316	0.0732430841
317	0.07322229882
318	0.07320211372
319	0.07318519807
320	0.07318344518
321	0.07316597436
322	0.07314272428
323	0.07311731731
324	0.07309868514
325	0.07309105649
326	0.07307119945
327	0.07305630468
328	0.07305459723
329	0.07303518491
330	0.07302006301
331	0.07298314057
332	0.07296522208
333	0.07294372264
334	0.07292606892
335	0.0729012927
336	0.07289446438
337	0.07287795583
338	0.07284742651
339	0.07281911976
340	0.07279640673
341	0.07279311126
342	0.07278026519
343	0.07275249284
344	0.07272515012
345	0.07270500109
346	0.07268505802
347	0.07266306078
348	0.07265801911
349	0.07264003587
350	0.07262036743
351	0.07259599494
352	0.07258103649
353	0.07257502123
354	0.07254307708
355	0.07253639269
356	0.07251933834
357	0.072500877
358	0.0724775606
359	0.07245987281
360	0.07245532136
361	0.0724375984
362	0.07241637899
363	0.07239655695
364	0.07237735987
365	0.07236126043
366	0.07235862533
367	0.07234162675
368	0.07232302175
369	0.07230548463
370	0.07228666865
371	0.07227102033
372	0.07224999903
373	0.0722310517
374	0.07221354975
375	0.07220185191
376	0.0721718718
377	0.07214384775
378	0.07212898851
379	0.07211577465
380	0.07209149503
381	0.07208981588
382	0.0720739697
383	0.07206141362
384	0.0720474028
385	0.07202615588
386	0.0720204954
387	0.07200499287
388	0.07197223279
389	0.07194803742
390	0.07192655441
391	0.07189413744
392	0.0718900855
393	0.07186133102
394	0.07184726813
395	0.07182532763
396	0.07180458318
397	0.07178068096
398	0.07177240944
399	0.07175211161
400	0.07174163233
401	0.07172477964
402	0.07170897742
403	0.07169212322
404	0.07166471031
405	0.07164322362
406	0.07161761522
407	0.07159378512
408	0.07157384887
409	0.07155148519
410	0.07153312274
411	0.07151918999
412	0.07149652356
413	0.0714753863
414	0.0714715765
415	0.07145415345
416	0.07142954109
417	0.07141359679
418	0.07139723362
419	0.07137357113
420	0.07136164487
421	0.07134184917
422	0.07131275539
423	0.07128555781
424	0.0712819751
425	0.07125636438
426	0.07124150964
427	0.07121897459
428	0.07120178178
429	0.07117029584
430	0.07115035413
431	0.0711269854
432	0.07110101203
433	0.07107751859
434	0.07107412069
435	0.07104832833
436	0.0710380449
437	0.07102661735
438	0.07101062724
439	0.07100740513
440	0.07099182552
441	0.07097697976
442	0.07096038881
443	0.07093970306
444	0.07092363921
445	0.07090490124
446	0.07089580553
447	0.07087788026
448	0.07085362042
449	0.07083517234
450	0.07081408646
451	0.07078558062
452	0.070767356
453	0.07074201938
454	0.07074020795
455	0.07072597037
456	0.07071297453
457	0.07070000525
458	0.0706950826
459	0.07067113882
460	0.07064596235
461	0.07062277337
462	0.07060181181
463	0.07059883853
464	0.07057699047
465	0.07056635414
466	0.07054719875
467	0.07050204971
468	0.07048681483
469	0.07046417929
470	0.07044957891
471	0.07043493441
472	0.07040468129
473	0.07038377823
474	0.07037521722
475	0.07035473002
476	0.07033708822
477	0.07033622613
478	0.07031349168
479	0.07028722758
480	0.07026261103
481	0.07024850053
482	0.0702301065
483	0.07021050108
484	0.07019337116
485	0.07017963315
486	0.0701613999
487	0.07014307737
488	0.07011947779
489	0.07010219834
490	0.07010096217
491	0.07007704731
492	0.07005388658
493	0.07004509549
494	0.07002748415
495	0.07000748932
496	0.06999441121
497	0.06998174499
498	0.06997764014
499	0.06995417281
